artwork_id,title,category,medium,date,height_cm,width_cm,image_url_template,collecting_institution,image_url_normalized
52165a4c8b3b8194f8000375,Self-portrait,Painting,Oil on canvas,1658,133.7,103.8,https://d32dm0rphc51dk.cloudfront.net/88gjaABNaDJiH4eqCB-DKg/{image_version}.jpg,"The Frick Collection, New York",https://d32dm0rphc51dk.cloudfront.net/88gjaABNaDJiH4eqCB-DKg/normalized.jpg
515b4df338ad2d2e990003bc,"Deborah Kip, Wife of Sir Balthasar Gerbier, and Her Children",Painting,Oil on canvas,1629/1630-reworked probably mid 1640s,165.7,177.8,https://d32dm0rphc51dk.cloudfront.net/hH3xUxq_CTR5p8GKRYOw7g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/hH3xUxq_CTR5p8GKRYOw7g/normalized.jpg
516deb4fed1712e96f0007b3,The Washington Family,Painting,Oil on canvas,1789-1796,213.7,284.2,https://d32dm0rphc51dk.cloudfront.net/drB6A75i8XixYFyb7z9KaA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/drB6A75i8XixYFyb7z9KaA/normalized.jpg
4eb2f61be742d7000100b5b4,The Apostle St. Andrew,Painting,Oil on canvas,ca. 1600,71.1,54.6,https://d32dm0rphc51dk.cloudfront.net/4Hybs64APBuCsWuvi-fT_g/{image_version}.jpg,,https://d32dm0rphc51dk.cloudfront.net/4Hybs64APBuCsWuvi-fT_g/normalized.jpg
516ca2fc078b32147800066d,Sarah Ogden Gustin,Painting,Oil on canvas,ca. 1805,71.1,57.2,https://d32dm0rphc51dk.cloudfront.net/o304915DUiBoJLLmgGvC3Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/o304915DUiBoJLLmgGvC3Q/normalized.jpg
516df5ceb31e2b2270000a39,Interior Scene,Painting,Oil on canvas,ca. 1840,71.1,60.0,https://d32dm0rphc51dk.cloudfront.net/kiOll2IwFqeb81O38fX3qQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/kiOll2IwFqeb81O38fX3qQ/normalized.jpg
4f99d0a793ab4b0001000429,Girl Arranging Her Hair,Painting,Oil on canvas,1886,75.1,62.5,https://d32dm0rphc51dk.cloudfront.net/Xn0hwsu05yOUX-sMj-lghQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Xn0hwsu05yOUX-sMj-lghQ/normalized.jpg
516dfb1f9ad2d32b27000c93,Girl Arranging Her Hair,Painting,Oil on canvas,1886,75.1,62.5,https://d32dm0rphc51dk.cloudfront.net/09QHa6NeQDMbR6g6kd_c5g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/09QHa6NeQDMbR6g6kd_c5g/normalized.jpg
516dede1fdc441948800079a,Catherine A. May,Painting,Oil on canvas,ca. 1830,79.1,63.3,https://d32dm0rphc51dk.cloudfront.net/-tMgIDRfaP2jSpIwNTvnLA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-tMgIDRfaP2jSpIwNTvnLA/normalized.jpg
515cd6807696593fde000b0c,Pastoral Landscape,Painting,Oil on canvas,1861,99.1,152.6,https://d32dm0rphc51dk.cloudfront.net/C34Ccih7uQkHgNB9kHnA5A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/C34Ccih7uQkHgNB9kHnA5A/normalized.jpg
51cdbed68b3b81092d000025,Venus of Urbino,Painting,Oil on canvas,1538,119.1,165.1,https://d32dm0rphc51dk.cloudfront.net/pT0PYIkH-H0-yImakkTauA/{image_version}.jpg,"Uffizi Gallery, Florence",https://d32dm0rphc51dk.cloudfront.net/pT0PYIkH-H0-yImakkTauA/normalized.jpg
515d2e75769659e1fb0036ae,The Favorite of the Emir,Painting,Oil on canvas,ca. 1879,142.2,221.0,https://d32dm0rphc51dk.cloudfront.net/2wiEJrLiFglw5xqi4Hll5A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2wiEJrLiFglw5xqi4Hll5A/normalized.jpg
515b9e25cd4b8ef7fd0011b4,Anne with a Japanese Parasol,Painting,Oil on canvas,1917,150.2,91.8,https://d32dm0rphc51dk.cloudfront.net/u1iwqKjW-VkMledeqZ3tew/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/u1iwqKjW-VkMledeqZ3tew/normalized.jpg
515d225c5eeb1c524c002f66,Susanna,Painting,Oil on canvas,ca. 1575,150.2,102.6,https://d32dm0rphc51dk.cloudfront.net/EmB6ig8r31-yH1u1iI1jcA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/EmB6ig8r31-yH1u1iI1jcA/normalized.jpg
515ce5a6b5907bf7e80011c7,Lucy Tappan Bowen (Mrs. Henry C. Bowen),Painting,Oil on canvas,1859,142.7,111.4,https://d32dm0rphc51dk.cloudfront.net/LigHU2aavvpefQCjbLrnGQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/LigHU2aavvpefQCjbLrnGQ/normalized.jpg
515ceb685eeb1c524c0014f5,Family Group,Painting,Oil on canvas,1910/1911,182.7,213.4,https://d32dm0rphc51dk.cloudfront.net/4qfvuA7NtsSoHMiAKvxjAg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/4qfvuA7NtsSoHMiAKvxjAg/normalized.jpg
516df142ed1712d0a80007b7,A Plow Horse in a Field,Painting,Oil on canvas,1870/1874,18.9,32.9,https://d32dm0rphc51dk.cloudfront.net/o891hMKipG-6-vErkS3b2A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/o891hMKipG-6-vErkS3b2A/normalized.jpg
515ce4b2769659e1fb00128d,Head of a Dog,Painting,Oil on canvas,1870,21.9,20.0,https://d32dm0rphc51dk.cloudfront.net/r9VMu15lesAuZeZHwh4CNA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/r9VMu15lesAuZeZHwh4CNA/normalized.jpg
515b78461b12b0244a000899,The Seine,Painting,Oil on canvas,ca. 1902,22.9,33.0,https://d32dm0rphc51dk.cloudfront.net/-J86xVIhzy5WU1rvvcPPgg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/-J86xVIhzy5WU1rvvcPPgg/normalized.jpg
515b9a03ea092ff5790003cb,Green Plums,Painting,Oil on canvas,ca. 1885,22.9,27.8,https://d32dm0rphc51dk.cloudfront.net/7VrA23RDI6TUsGqsCFXJ4A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/7VrA23RDI6TUsGqsCFXJ4A/normalized.jpg
515d4b167b70570a13004158,Grapes,Painting,Oil on canvas,ca. 1890/1895,22.9,30.5,https://d32dm0rphc51dk.cloudfront.net/zwAz_7OVQ29NEMXa6gY3Ag/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/zwAz_7OVQ29NEMXa6gY3Ag/normalized.jpg
516dfd5cb31e2bd65e000ee1,"View of the Castello di San Giuliano, near Trapani, Sicily",Painting,Oil on canvas,ca. 1824/1826,22.9,29.8,https://d32dm0rphc51dk.cloudfront.net/UoyjxMjmoI6OYiQOVsTqbg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/UoyjxMjmoI6OYiQOVsTqbg/normalized.jpg
515d045a5eeb1c904c00206e,Woman by a Fence,Painting,Oil on canvas,1866,24.9,16.0,https://d32dm0rphc51dk.cloudfront.net/QsevbgIgX9tFpE4RcElwLA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/QsevbgIgX9tFpE4RcElwLA/normalized.jpg
4fcf9efbcaabe500010018a7,"The Artist Sketching at Mount Desert, Maine",Painting,Oil on canvas,1864-1865,27.9,48.4,https://d32dm0rphc51dk.cloudfront.net/qEMidTFpl4YP7TAOv439Gw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/qEMidTFpl4YP7TAOv439Gw/normalized.jpg
516ca2e7472cb8306900072b,Scenes from a Legend,Painting,Oil on canvas,probably c. 1515/1520,27.9,41.9,https://d32dm0rphc51dk.cloudfront.net/E0Ef9L52cGXCeb93MPyoRg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/E0Ef9L52cGXCeb93MPyoRg/normalized.jpg
516df7aa9ad2d38886001591,"The Artist Sketching at Mount Desert, Maine",Painting,Oil on canvas,1864-1865,27.9,48.3,https://d32dm0rphc51dk.cloudfront.net/ocXR6Xu2fy6zUrXQnxRITA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ocXR6Xu2fy6zUrXQnxRITA/normalized.jpg
515cf0c07696593fde001868,View near Epernon,Painting,Oil on canvas,1850/1860,33.8,55.2,https://d32dm0rphc51dk.cloudfront.net/F9g8kudhY5stQJDa4iEoVw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/F9g8kudhY5stQJDa4iEoVw/normalized.jpg
515b5db7cd4b8ed25f000048,The Fence,Painting,Oil on canvas,1872,37.8,45.7,https://d32dm0rphc51dk.cloudfront.net/2hLeuxbBDhtzvoAOzdh8XA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/2hLeuxbBDhtzvoAOzdh8XA/normalized.jpg
516dfa29ed1712e96f000df3,"The Expedition Encamped below the Falls of Niagara.  January 20, 1679",Painting,Oil on canvas,1847/1848,37.8,56.2,https://d32dm0rphc51dk.cloudfront.net/3weMLiVNt_vd5GkDFFIiOQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/3weMLiVNt_vd5GkDFFIiOQ/normalized.jpg
516dfd25ed1712e96f000f09,Portage Around the Falls of Niagara at Table Rock,Painting,Oil on canvas,1847/1848,37.8,56.2,https://d32dm0rphc51dk.cloudfront.net/pPxUWh1ltOw7cfUOZfY3Qw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pPxUWh1ltOw7cfUOZfY3Qw/normalized.jpg
516df7a6ed1712d0a8000a89,Concert at the Casino of Deauville,Painting,Oil on canvas,1865,41.8,73.0,https://d32dm0rphc51dk.cloudfront.net/A-uZr_QpDXVFdefYpfmdFQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/A-uZr_QpDXVFdefYpfmdFQ/normalized.jpg
515bb56c94714c1d2e00147f,The Game of the Cooking Pot,Painting,Oil on canvas,ca. 1744,49.8,61.8,https://d32dm0rphc51dk.cloudfront.net/Yq7_2F7KjJim-MN8MmEW5w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Yq7_2F7KjJim-MN8MmEW5w/normalized.jpg
515cc8c17b70570a130004fa,Alice Butt,Painting,Oil on canvas,ca. 1895,51.8,38.1,https://d32dm0rphc51dk.cloudfront.net/NWRKRN4hM9MTwtW1CKtNfA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/NWRKRN4hM9MTwtW1CKtNfA/normalized.jpg
515d1f155eeb1c524c002df2,Andrew Jackson,Painting,Oil on canvas,1845,51.8,43.8,https://d32dm0rphc51dk.cloudfront.net/WjuxyW-zd95I9LWiSPoezw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/WjuxyW-zd95I9LWiSPoezw/normalized.jpg
515bbeec1b12b0e668002485,Portrait of a Young Woman,Painting,Oil on canvas,ca. 1525,57.8,49.5,https://d32dm0rphc51dk.cloudfront.net/qFOd0IrrAv8IuCJyIFqxAQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/qFOd0IrrAv8IuCJyIFqxAQ/normalized.jpg
5035a0f96097390002000786,Christ on the Sea of Galilee,Painting,Oil on canvas,1854,59.8,73.3,https://d32dm0rphc51dk.cloudfront.net/KdJu0Rah-H4UdcjuKe05Nw/{image_version}.jpg,,https://d32dm0rphc51dk.cloudfront.net/KdJu0Rah-H4UdcjuKe05Nw/normalized.jpg
515b234a223afae9a5000ff4,Fantômas,Painting,Oil on canvas,1915,59.8,73.3,https://d32dm0rphc51dk.cloudfront.net/1SPbGetclrx-f_Vgeb7AIA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/1SPbGetclrx-f_Vgeb7AIA/normalized.jpg
515bba81ea092f003c0013de,Penn's Treaty with the Indians,Painting,Oil on canvas,ca. 1840/1844,61.8,76.5,https://d32dm0rphc51dk.cloudfront.net/L2iflRc1cRlpfvkjKiqURw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/L2iflRc1cRlpfvkjKiqURw/normalized.jpg
515b2acd38ad2d25a7000354,The Italian Comedians (copy),Painting,Oil on canvas,19th century,63.8,76.0,https://d32dm0rphc51dk.cloudfront.net/DcY33CImBH_VlLKs9EGy8A/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/DcY33CImBH_VlLKs9EGy8A/normalized.jpg
515b381705635113a5001e6f,Nonchaloir (Repose),Painting,Oil on canvas,1911,63.8,76.2,https://d32dm0rphc51dk.cloudfront.net/jf3Fl53CxBzBfMgAfw6AdQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/jf3Fl53CxBzBfMgAfw6AdQ/normalized.jpg
515d18977b70570a13002cb7,The Italian Comedians,Painting,Oil on canvas,probably 1720,63.8,76.2,https://d32dm0rphc51dk.cloudfront.net/D4Q42AvIJsRSi6pOG9fWUA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/D4Q42AvIJsRSi6pOG9fWUA/normalized.jpg
515d5f43b5907bf7e800440c,Marie Murer,Painting,Oil on canvas,1877,67.6,57.2,https://d32dm0rphc51dk.cloudfront.net/SWiieX__k3hozjRgAwijFQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/SWiieX__k3hozjRgAwijFQ/normalized.jpg
515b19a9056351dc33000e25,Miss Davidson Reid,Painting,Oil on canvas,ca. 1800/1806,75.6,64.0,https://d32dm0rphc51dk.cloudfront.net/glrvC_n3kniZ77Oy_u4YeA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/glrvC_n3kniZ77Oy_u4YeA/normalized.jpg
515b93dfea092ff57900017a,Jane Browne,Painting,Oil on canvas,1756,75.6,62.5,https://d32dm0rphc51dk.cloudfront.net/VZdUKCILO1c_1HJST6Oqcw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/VZdUKCILO1c_1HJST6Oqcw/normalized.jpg
515ba376ea092ff57900073c,Flowers and Fruit,Painting,Oil on canvas,ca. 1870,75.6,56.0,https://d32dm0rphc51dk.cloudfront.net/IIK8NO4M1rrqjCV6R5qamQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/IIK8NO4M1rrqjCV6R5qamQ/normalized.jpg
516dfb26fdc44191d600062f,Richard Yates,Painting,Oil on canvas,1793/1794,75.6,61.9,https://d32dm0rphc51dk.cloudfront.net/6vZVHooHZgdvLnfiEyll9Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6vZVHooHZgdvLnfiEyll9Q/normalized.jpg
4f99d0a740d3cf0001000408,The Mill,Painting,Oil on canvas,1645-1648,87.6,105.6,https://d32dm0rphc51dk.cloudfront.net/1Nv6CZWY4leMHzI3qu0cog/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/1Nv6CZWY4leMHzI3qu0cog/normalized.jpg
515cd692b5907bf7e8000a9e,The End of the Hunt,Painting,Oil on canvas,ca. 1800,87.6,136.8,https://d32dm0rphc51dk.cloudfront.net/Oa15w_u-fKeHycRNSt-jDg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Oa15w_u-fKeHycRNSt-jDg/normalized.jpg
516dfb3aed1712e96f000e4e,"Miss Denison of Stonington, Connecticut (possibly Matilda Denison)",Painting,Oil on canvas,ca. 1790,87.6,68.7,https://d32dm0rphc51dk.cloudfront.net/49CQEbxcPbd6Zx05A5Xp4g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/49CQEbxcPbd6Zx05A5Xp4g/normalized.jpg
516dfcccfdc4419488000e01,The Mill,Painting,Oil on canvas,1645/1648,87.6,105.6,https://d32dm0rphc51dk.cloudfront.net/5ADIaMUtQ-esiDWQQRadOg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/5ADIaMUtQ-esiDWQQRadOg/normalized.jpg
515b2aac38ad2dfb2f0000bd,Portrait of a Lady,Painting,Oil on canvas,ca. 1730/1735,91.6,71.0,https://d32dm0rphc51dk.cloudfront.net/dXa85_3YgiB0QG3kr6YISg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/dXa85_3YgiB0QG3kr6YISg/normalized.jpg
516df491b31e2b22700009ba,Catherine Yates Pollock (Mrs. George Pollock),Painting,Oil on canvas,1793/1794,91.6,71.8,https://d32dm0rphc51dk.cloudfront.net/o56nTik1rxsNDt3mZLu0tw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/o56nTik1rxsNDt3mZLu0tw/normalized.jpg
516df4f79ad2d32b27000a1e,Sir Joshua Reynolds,Painting,Oil on canvas,1784,91.6,76.4,https://d32dm0rphc51dk.cloudfront.net/FkhKmEaiSoTFs7MzM4cGSA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/FkhKmEaiSoTFs7MzM4cGSA/normalized.jpg
515b21f238ad2d78ca000f87,The Artist's Wife Fishing,Painting,Oil on canvas,1896,95.6,101.0,https://d32dm0rphc51dk.cloudfront.net/pLNInr-9va5PzydcpEPlJA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/pLNInr-9va5PzydcpEPlJA/normalized.jpg
516cad3d078b321478000a4f,The Baptism of Christ,Painting,Oil on canvas,1641/1642,95.6,121.0,https://d32dm0rphc51dk.cloudfront.net/bTJqJfW2cx8pvKjeBHUV6g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/bTJqJfW2cx8pvKjeBHUV6g/normalized.jpg
516dee8ded1712e96f000904,Thomas Earle,Painting,Oil on canvas,1800,95.6,86.0,https://d32dm0rphc51dk.cloudfront.net/aaHXkxt13PFndR5a4HZ9lA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/aaHXkxt13PFndR5a4HZ9lA/normalized.jpg
516cbae8078b327cee000f98,Catherine Brower,Painting,Oil on canvas,1791,115.6,70.2,https://d32dm0rphc51dk.cloudfront.net/aiZJs7ikxl3Dk5WMAkjwrQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/aiZJs7ikxl3Dk5WMAkjwrQ/normalized.jpg
516dfc2dfdc4419488000daf,A Game of Hot Cockles,Painting,Oil on canvas,ca. 1775/1780,115.6,91.4,https://d32dm0rphc51dk.cloudfront.net/z2n2kb69y2nvQzQ2r4fWQg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/z2n2kb69y2nvQzQ2r4fWQg/normalized.jpg
515b2a4f38ad2dfb2f00008b,"A Graduate of Merton College, Oxford",Painting,Oil on canvas,ca. 1754/1755,127.6,102.1,https://d32dm0rphc51dk.cloudfront.net/USKhBt5ZAttf2VBVnyG6hw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/USKhBt5ZAttf2VBVnyG6hw/normalized.jpg
516ccb449ad2d32bec00066d,Arthur Holdsworth Conversing with Thomas Taylor and Captain Stancombe by the River Dart,Painting,Oil on canvas,1757,127.6,102.1,https://d32dm0rphc51dk.cloudfront.net/De60rQEcZRigIpw6M2Ykgg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/De60rQEcZRigIpw6M2Ykgg/normalized.jpg
515d14d27b7057eb4c002b4a,Captain Patrick Miller,Painting,Oil on canvas,1788/1789-altered later (date unknown),167.2,132.9,https://d32dm0rphc51dk.cloudfront.net/YqXULIdN08d1cc7RuJiUzg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/YqXULIdN08d1cc7RuJiUzg/normalized.jpg
515bb84fcd4b8ef7fd001e65,Archbishop Diomede Falconio,Painting,Oil on canvas,1905,183.2,137.6,https://d32dm0rphc51dk.cloudfront.net/rt9yBu0yRq4-Cjl_CxWK1g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/rt9yBu0yRq4-Cjl_CxWK1g/normalized.jpg
515b8b631b12b0244a000d50,Mattias de' Medici,Painting,Oil on canvas,ca. 1660,128.3,104.1,https://d32dm0rphc51dk.cloudfront.net/Xd3ZvH1APOpEjCOEvXerdg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/Xd3ZvH1APOpEjCOEvXerdg/normalized.jpg
4d8b93b04eb68a1b2c001b9d,Luncheon on the Grass (Le Déjeuner sur l'herbe),Painting,Oil on canvas,1863,208.3,264.2,https://d32dm0rphc51dk.cloudfront.net/zFA7cwdkWxbIrmuAAd21VA/{image_version}.jpg,"Musée d'Orsay, Paris",https://d32dm0rphc51dk.cloudfront.net/zFA7cwdkWxbIrmuAAd21VA/normalized.jpg
515b71c01b12b0244a000715,Jeanne Samary,Painting,Oil on canvas,1878,19.1,17.8,https://d32dm0rphc51dk.cloudfront.net/zP1gfOux4tGTgRlneYNK2Q/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/zP1gfOux4tGTgRlneYNK2Q/normalized.jpg
504a078f29e8ba0002000008,Panoramic View of the Ile-de-France,Painting,Oil on canvas,ca. 1830,22.1,75.9,https://d32dm0rphc51dk.cloudfront.net/SyOyumwSeXbs3ruxHU-jCQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/SyOyumwSeXbs3ruxHU-jCQ/normalized.jpg
516df77efdc4419488000bc3,Panoramic View of the Ile-de-France,Painting,Oil on canvas,ca. 1830,22.1,75.9,https://d32dm0rphc51dk.cloudfront.net/k5pgMjKzr3zzrem43BS7Sg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/k5pgMjKzr3zzrem43BS7Sg/normalized.jpg
516de3cbb31e2b227000030c,Dancers Backstage,Painting,Oil on canvas,1876/1883,24.1,18.7,https://d32dm0rphc51dk.cloudfront.net/5nNXi5dI3Wom2AJxEn7L8g/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/5nNXi5dI3Wom2AJxEn7L8g/normalized.jpg
516df7ea9ad2d3888600159f,Self-Portrait,Painting,Oil on canvas,1861,25.1,21.4,https://d32dm0rphc51dk.cloudfront.net/w3qFYv1ev40EJwUeHRoMJQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/w3qFYv1ev40EJwUeHRoMJQ/normalized.jpg
515bb925ea092ff5790011b7,Divertissement,Painting,Oil on canvas,18th century,32.2,25.2,https://d32dm0rphc51dk.cloudfront.net/jnMS1z3MlCkTQlmqN_ZE5w/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/jnMS1z3MlCkTQlmqN_ZE5w/normalized.jpg
5351a1f4139b2139d40001b7,The Sick Child,Painting,Oil on canvas,ca. 1664-1666,32.2,27.2,https://d32dm0rphc51dk.cloudfront.net/sR5plAEWePOSlvB0UcKfcw/{image_version}.jpg,,https://d32dm0rphc51dk.cloudfront.net/sR5plAEWePOSlvB0UcKfcw/normalized.jpg
515b6c6b1b12b0e668000599,"Pont de la Tournelle, Paris",Painting,Oil on canvas,1862,40.2,55.1,https://d32dm0rphc51dk.cloudfront.net/a7QG97rrwZc44vSQKz2cWg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/a7QG97rrwZc44vSQKz2cWg/normalized.jpg
515b5ac5ea092fc126000074,"""We Go for the Union""",Painting,Oil on canvas,ca. 1840/1850,46.2,61.4,https://d32dm0rphc51dk.cloudfront.net/qWyl6dsR6xgypZNjNQubnA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/qWyl6dsR6xgypZNjNQubnA/normalized.jpg
515cfed37b7057eb4c00206d,The Attentive Nurse,Painting,Oil on canvas,1747,46.2,37.0,https://d32dm0rphc51dk.cloudfront.net/ZsUXU5r7V_kL6siL-EEDQg/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/ZsUXU5r7V_kL6siL-EEDQg/normalized.jpg
516c9ca9b83d23c4710004d1,The Kitchen Maid,Painting,Oil on canvas,1738,46.2,37.5,https://d32dm0rphc51dk.cloudfront.net/6ZAt2YkNbI6XIozs2AyicA/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/6ZAt2YkNbI6XIozs2AyicA/normalized.jpg
4eb823199875c20001001717,Still Life with Cherries and Peaches,Painting,Oil on canvas,1885-1887,50.2,61.0,https://d32dm0rphc51dk.cloudfront.net/rCYRwHoIisJ8rfHXN79irg/{image_version}.jpg,,https://d32dm0rphc51dk.cloudfront.net/rCYRwHoIisJ8rfHXN79irg/normalized.jpg
515b97f6cd4b8ed0b900095c,Landscape,Painting,Oil on canvas,1898,50.2,61.6,https://d32dm0rphc51dk.cloudfront.net/0h_1XyGOlScD6gakvpsCtw/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/0h_1XyGOlScD6gakvpsCtw/normalized.jpg
515d592f5eeb1c524c0042a7,Mound of Butter,Painting,Oil on canvas,1875/1885,50.2,61.0,https://d32dm0rphc51dk.cloudfront.net/CwC3GClDvEeVu-lv7PtjrQ/{image_version}.jpg,"National Gallery of Art, Washington D.C.",https://d32dm0rphc51dk.cloudfront.net/CwC3GClDvEeVu-lv7PtjrQ/normalized.jpg
